,Name,Year,Power,Seats,Car_Age,Kilometers_Driven
4547,Maruti Wagon R AMT VXI,2016,67.0,5.0,8,9000
4548,Hyundai Verna 1.6 CRDi AT SX,2016,126.2,5.0,8,42876
4549,Maruti Alto LXi BSIII,2011,46.3,5.0,13,64000
4550,Volkswagen Vento 1.6 Comfortline,2018,103.5,5.0,6,20488
4551,Maruti Baleno Zeta 1.2,2016,83.1,5.0,8,21000
4552,Land Rover Freelander 2 TD4 SE,2012,115.0,5.0,12,119203
4553,Honda CR-V 2.0L 2WD AT,2011,153.86,5.0,13,55987
4554,Toyota Fortuner 2.8 2WD MT,2017,174.5,7.0,7,72668
4555,Honda City V AT,2015,116.3,5.0,9,32000
4556,Mercedes-Benz SLK-Class 55 AMG,2014,421.0,2.0,10,3000
4557,Honda City i-VTEC S,2015,117.3,5.0,9,10400
4558,Maruti Swift VDI,2013,74.0,5.0,11,35000
4559,Toyota Corolla Altis 2008-2013 1.8 VL AT,2013,138.1,5.0,11,55101
4560,Toyota Etios Cross 1.4L VD,2014,67.06,5.0,10,57464
4561,Maruti Wagon R LX,2006,67.1,5.0,18,110000
4562,Fiat Punto 1.2 Dynamic,2017,74.0,5.0,7,17941
4563,Mercedes-Benz E-Class 2015-2017 E 200 CGI,2014,184.0,5.0,10,72000
4564,Jaguar XF Aero Sport Edition,2012,187.7,5.0,12,16000
4565,Hyundai i20 Sportz Petrol,2011,80.0,5.0,13,62020
4566,Land Rover Freelander 2 SE,2014,147.51,5.0,10,85000
4567,Hyundai Elite i20 Petrol Sportz,2018,81.86,5.0,6,14223
4568,Honda Amaze S i-Vtech,2014,86.7,5.0,10,41210
4569,Mercedes-Benz M-Class ML 350 4Matic,2015,165.0,5.0,9,20000
4570,Maruti Alto 800 VXI,2016,47.3,5.0,8,18043
4571,Toyota Innova Crysta 2.8 ZX AT,2016,171.5,7.0,8,80000
4572,Hyundai Grand i10 AT Asta,2016,82.0,5.0,8,21000
4573,BMW X3 xDrive30d M Sport,2016,258.0,5.0,8,49000
4574,Hyundai i20 Magna,2010,80.0,5.0,14,95000
4575,Hyundai Grand i10 AT Asta,2015,82.0,5.0,9,32000
4576,Hyundai Santro Xing XG,2003,74.0,5.0,21,80000
4577,Ford Fiesta 1.5 TDCi Titanium,2014,89.75,5.0,10,122800
4578,Maruti Swift Dzire VDI,2015,74.0,5.0,9,69000
4579,Toyota Etios VXD,2015,67.04,5.0,9,65000
4580,Hyundai Xcent 1.2 Kappa Base,2015,82.0,5.0,9,23000
4581,Honda Civic 2006-2010 1.8 S MT,2009,130.0,5.0,15,70000
4582,Toyota Innova 2.5 GX (Diesel) 8 Seater,2014,100.6,8.0,10,250000
4583,Hyundai Accent GLE,2012,94.0,5.0,12,56000
4584,Maruti Alto 800 LXI,2013,47.3,5.0,11,30000
4585,Mercedes-Benz SL-Class SL 500,2010,387.3,2.0,14,35000
4586,Ford Ecosport 1.5 DV5 MT Titanium Optional,2013,89.84,5.0,11,92250
4587,Hyundai Xcent 1.2 VTVT E,2018,81.86,5.0,6,40000
4588,Skoda Rapid 1.6 MPI AT Ambition Plus,2014,103.6,5.0,10,96848
4589,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,2016,174.33,5.0,8,42000
4590,Mahindra XUV500 W8 2WD,2013,140.0,7.0,11,55886
4591,Hyundai Verna VTVT 1.6 SX Option,2019,121.3,5.0,5,12336
4592,Hyundai Verna Xi (Petrol),2009,103.2,5.0,15,60000
4593,Ford Ikon 1.6 CLXI,2003,92.0,5.0,21,83000
4594,Nissan Micra Active XV,2018,67.04,5.0,6,24000
4595,Honda Brio VX AT,2016,86.8,5.0,8,32198
4596,Toyota Innova 2.5 GX (Diesel) 7 Seater,2014,100.6,7.0,10,92247
4597,Volkswagen Vento 1.5 TDI Highline,2011,108.5,5.0,13,121311
4598,Mahindra XUV500 W10 AWD,2016,140.0,7.0,8,66296
4599,Hyundai Xcent 1.2 Kappa AT SX Option,2015,82.0,5.0,9,41000
4600,Ford Endeavour 2.2 Trend MT 4X4,2017,157.7,7.0,7,38681
4601,Chevrolet Spark 1.0 LT,2008,62.0,5.0,16,43761
4602,Maruti Ertiga SHVS VDI,2017,88.5,7.0,7,17400
4603,Honda Amaze S i-Dtech,2013,98.6,5.0,11,61510
4604,Honda City i VTEC S,2014,117.3,5.0,10,60000
4605,Mini Cooper Countryman D,2014,112.0,5.0,10,35165
4606,Toyota Corolla Altis 2008-2013 1.8 VL AT,2016,138.1,5.0,8,41617
4607,Skoda Superb Elegance 1.8 TSI AT,2014,157.75,5.0,10,65000
4608,Maruti Wagon R LXI BS IV,2011,67.1,5.0,13,68000
4609,Hyundai i10 Era 1.1,2013,68.05,5.0,11,49000
4610,Tata Tiago 1.2 Revotron XT Option,2019,84.0,5.0,5,16698
4611,Maruti Baleno Zeta 1.2,2016,83.1,5.0,8,30965
4612,Volkswagen Vento 1.6 Highline,2014,103.2,5.0,10,56058
4613,Hyundai Grand i10 1.2 Kappa Sportz Option,2017,81.86,5.0,7,15356
4614,Ford Figo Diesel EXI,2013,68.05,5.0,11,54000
4615,Honda Civic 2010-2013 1.8 V AT Sunroof,2011,130.3,5.0,13,47000
4616,Maruti Alto 800 LXI,2015,47.3,5.0,9,21652
4617,Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,2016,177.0,5.0,8,52000
4618,Audi A6 2.7 TDI,2010,179.5,5.0,14,35010
4619,Mercedes-Benz E-Class 280 CDI,2006,198.5,5.0,18,76662
4620,Honda City 1.5 V AT Exclusive,2009,118.0,5.0,15,89000
4621,Honda CR-V 2.4 4WD AT,2006,152.0,5.0,18,80000
4622,Maruti Ciaz 1.3 Alpha,2018,88.5,5.0,6,39023
4623,Maruti Wagon R LXI,2004,67.1,5.0,20,62000
4624,Hyundai Creta 1.6 CRDi SX Option,2015,126.2,5.0,9,78046
4625,Maruti Ciaz VDi Plus SHVS,2015,88.5,5.0,9,34400
4626,Hyundai EON D Lite Plus,2016,55.2,5.0,8,64624
4627,Maruti Ertiga VXI,2014,93.7,7.0,10,69192
4628,Volkswagen Vento Diesel Highline,2012,103.6,5.0,12,55000
4629,Honda City 1.5 GXI,2005,100.0,5.0,19,81000
4630,Volkswagen Polo Petrol Trendline 1.2L,2016,73.9,5.0,8,36733
4631,Mercedes-Benz GLA Class 200 CDI,2016,136.0,5.0,8,43022
4632,Hyundai Santa Fe 4X2,2013,194.3,7.0,11,74000
4633,Maruti Swift VDI,2014,74.0,5.0,10,47000
4634,Hyundai Elite i20 Sportz Plus,2017,81.86,5.0,7,37460
4635,Mahindra Xylo E8 BS IV,2011,112.0,8.0,13,130000
4636,Hyundai Grand i10 Asta Option,2017,82.0,5.0,7,31576
4637,Volkswagen Vento Petrol Highline,2011,103.6,5.0,13,66000
4638,Honda Accord 2.4 A/T,2008,177.6,5.0,16,79000
4639,Mercedes-Benz S-Class S 350 d,2011,281.61,5.0,13,47140
4640,Mercedes-Benz B Class B200 CDI,2016,107.3,5.0,8,36610
4641,Hyundai Creta 1.6 SX Option Diesel,2016,126.2,5.0,8,93000
4642,Maruti Alto LXI,2007,46.3,5.0,17,52195
4643,Audi A3 35 TDI Premium,2016,143.0,5.0,8,20003
4644,Renault Duster 85PS Diesel RxL,2013,83.8,5.0,11,66314
4645,Ford Fiesta 1.4 ZXi TDCi ABS,2009,68.0,5.0,15,76000
4646,Hyundai Creta 1.6 SX Plus Diesel,2015,126.2,5.0,9,29000
4647,Ford Figo Diesel ZXI,2011,68.0,5.0,13,30000
4648,Volkswagen Polo Petrol Highline 1.6L,2013,103.5,5.0,11,56526
4649,Volvo V40 D3 R Design,2015,150.0,5.0,9,38000
4650,Hyundai Verna SX CRDi AT,2012,126.32,5.0,12,41000
4651,BMW 7 Series 2007-2012 730Ld,2009,258.0,5.0,15,53000
4652,Mitsubishi Lancer GLXD,2003,68.0,5.0,21,125000
4653,Toyota Fortuner 3.0 Diesel,2010,171.0,7.0,14,242000
4654,Maruti Ciaz VDi Plus,2015,88.5,5.0,9,90000
4655,Maruti Vitara Brezza VDi Option,2018,88.5,5.0,6,11000
4656,BMW 3 Series Luxury Line,2018,190.0,5.0,6,21936
4657,Volkswagen Vento Petrol Highline AT,2013,103.6,5.0,11,41000
4658,Hyundai i20 1.2 Asta,2011,80.0,5.0,13,47000
4659,BMW X5 3.0d,2009,235.0,5.0,15,110000
4660,Hyundai Xcent 1.2 Kappa S,2015,82.0,5.0,9,45960
4661,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,2013,203.0,5.0,11,48000
4662,Land Rover Freelander 2 SE,2011,147.51,5.0,13,68000
4663,Hyundai i10 Magna,2011,78.9,5.0,13,41000
4664,Hyundai Verna 1.6 SX CRDi (O),2013,126.32,5.0,11,69573
4665,Volkswagen Jetta 2012-2014 2.0L TDI Highline,2012,138.1,5.0,12,115000
4666,Mahindra XUV500 W8 2WD,2012,140.0,7.0,12,47629
4667,Maruti Omni 8 Seater BSII,2004,35.0,8.0,20,66624
4668,Skoda Superb Style 1.8 TSI AT,2013,177.46,5.0,11,80000
4669,Maruti Swift VDI,2012,74.0,5.0,12,94868
4670,Mahindra Scorpio 2.6 LX,2010,120.0,8.0,14,76477
4671,Mercedes-Benz GLA Class 200 Sport Edition,2016,183.0,5.0,8,28000
4672,Mahindra Thar CRDe,2017,105.0,6.0,7,28599
4673,Renault Duster 110PS Diesel RxZ,2013,108.45,5.0,11,45348
4674,Audi Q5 2008-2012 2.0 TDI,2013,167.6,5.0,11,80127
4675,Land Rover Freelander 2 SE,2013,147.51,5.0,11,68000
4676,Volkswagen Vento Diesel Comfortline,2012,103.6,5.0,12,75000
4677,BMW 5 Series 2003-2012 540i Sedan,2006,306.0,5.0,18,48000
4678,Hyundai Elantra CRDi SX,2019,126.2,5.0,5,41871
4679,Tata Sumo EX,2015,83.8,7.0,9,84931
4680,Datsun redi-GO T,2016,53.64,5.0,8,15000
4681,BMW X5 xDrive 30d,2009,245.0,5.0,15,110000
4682,BMW 6 Series 630i Coupe,2011,450.0,4.0,13,5900
4683,Maruti Alto Vxi 1.1,2002,47.0,5.0,22,103653
4684,Volkswagen Polo Petrol Comfortline 1.2L,2012,73.9,5.0,12,64806
4685,Datsun GO Plus A,2016,67.0,7.0,8,35000
4686,Hyundai Creta 1.6 VTVT S,2016,121.3,5.0,8,40000
4687,Maruti Alto K10 VXI,2015,67.1,5.0,9,23876
4688,Hyundai Santa Fe 4X4,2013,194.3,7.0,11,67901
4689,Volkswagen Polo GT TDI,2014,103.6,5.0,10,68865
4690,Honda Amaze S i-Dtech,2014,98.6,5.0,10,71000
4691,Maruti Swift VDI,2014,74.0,5.0,10,25000
4692,Skoda Rapid 1.6 TDI Ambition,2012,103.5,5.0,12,180000
4693,Mercedes-Benz E-Class 280 CDI,2005,198.5,5.0,19,131000
4694,Mahindra Scorpio SLE BSIV,2011,120.0,8.0,13,65000
4695,Nissan Sunny 2011-2014 Diesel XL,2012,84.8,5.0,12,117777
4696,Maruti Swift Dzire VXi,2009,85.8,5.0,15,65000
4697,Hyundai EON Sportz,2017,55.2,5.0,7,46897
4698,Honda Brio S MT,2015,86.8,5.0,9,36695
4699,Nissan Micra XV Primo,2011,75.0,5.0,13,43000
4700,Maruti Alto LXi BSII,2008,46.3,5.0,16,54000
4701,BMW 3 Series 320d,2011,190.0,5.0,13,89000
4702,Volkswagen Polo 1.2 MPI Highline,2014,74.0,5.0,10,7000
4703,Maruti Celerio LXI,2014,67.04,5.0,10,58470
4704,Maruti Wagon R VXI 1.2,2014,81.8,5.0,10,37000
4705,Maruti Ciaz ZDi Plus,2016,88.5,5.0,8,29000
4706,Audi A4 2.0 TDI,2013,147.51,5.0,11,52000
4707,Honda Brio S MT,2013,86.8,5.0,11,32807
4708,Mahindra Scorpio VLX 2WD AT BSIV,2013,120.0,8.0,11,86000
4709,Honda City i DTEC V,2014,98.6,5.0,10,66500
4710,BMW X1 sDrive20d,2012,184.0,5.0,12,94000
4711,Chevrolet Spark 1.0 LT,2011,62.0,5.0,13,29000
4712,Ford Figo Diesel EXI,2010,68.0,5.0,14,107389
4713,Maruti Swift VXI BSIV,2015,81.8,5.0,9,36100
4714,Mercedes-Benz New C-Class C 220 CDI Avantgarde,2015,170.0,5.0,9,16329
4715,Skoda Octavia Elegance 2.0 TDI AT,2014,141.0,5.0,10,36000
4716,BMW X3 xDrive20d xLine,2017,190.0,5.0,7,41816
4717,Hyundai EON Era Plus,2015,55.2,5.0,9,54680
4718,Audi A4 35 TDI Technology,2017,187.74,5.0,7,14000
4719,Ford Figo 2015-2019 1.2P Titanium MT,2017,86.8,5.0,7,23977
4720,Maruti Alto K10 2010-2014 VXI,2013,67.1,5.0,11,30131
4721,Maruti Alto 800 2016-2019 VXI,2017,47.3,5.0,7,2530
4722,Mercedes-Benz New C-Class C 220 CDI Style,2015,167.62,5.0,9,39000
4723,Hyundai Santro D Lite,2001,68.0,5.0,23,140000
4724,Hyundai Xcent 1.1 CRDi S,2017,71.0,5.0,7,32257
4725,Honda Amaze S i-Dtech,2016,98.6,5.0,8,46983
4726,Maruti Swift Vdi BSIII,2008,75.0,5.0,16,107000
4727,Volkswagen Polo 1.2 MPI Comfortline,2017,74.0,5.0,7,19000
4728,Audi A4 2.0 TDI 177 Bhp Premium Plus,2013,174.33,5.0,11,88000
4729,Land Rover Range Rover 3.6 TDV8 Vogue SE,2012,308.0,7.0,12,84384
4730,Mahindra XUV500 W8 2WD,2011,140.0,7.0,13,128000
4731,Ford Endeavour 2.5L 4X2,2011,141.0,7.0,13,71000
4732,Tata Indica V2 DLX,2008,53.5,5.0,16,50000
4733,Maruti Baleno Alpha,2016,83.1,5.0,8,16000
4734,Hyundai Xcent 1.1 CRDi Base,2017,71.0,5.0,7,82000
4735,Honda Civic 2006-2010 1.8 S MT,2008,130.0,5.0,16,80000
4736,Hyundai i20 Sportz Option 1.2,2015,81.83,5.0,9,36000
4737,Tata Nexon 1.2 Revotron XZ Plus,2018,108.5,5.0,6,17477
4738,Hyundai i20 Sportz 1.2,2016,81.83,5.0,8,16725
4739,Maruti Swift Dzire ZXI,2014,85.8,5.0,10,48241
4740,Maruti Wagon R LXI,2014,67.04,5.0,10,52431
4741,Hyundai i20 Sportz 1.4 CRDi,2012,88.76,5.0,12,68000
4742,Toyota Fortuner 4x2 AT,2012,168.5,7.0,12,158000
4743,Hyundai i10 Sportz,2014,78.9,5.0,10,31446
4744,Hyundai Grand i10 Asta,2015,82.0,5.0,9,25000
4745,Hyundai i20 Asta 1.2,2016,81.83,5.0,8,57000
4746,Maruti Vitara Brezza ZDi Plus,2018,88.5,5.0,6,57078
4747,Honda Amaze S i-Dtech,2016,98.6,5.0,8,47471
4748,Mercedes-Benz M-Class ML 250 CDI,2014,203.2,5.0,10,50000
4749,Hyundai i20 Sportz Diesel,2010,90.0,5.0,14,62000
4750,Hyundai i10 Era,2013,68.05,5.0,11,65807
4751,Maruti Swift Dzire VDI,2014,74.0,5.0,10,81768
4752,BMW Z4 2009-2013 Roadster 2.5i,2018,306.0,2.0,6,9952
4753,Maruti Baleno Alpha Diesel,2017,74.0,5.0,7,24000
4754,Chevrolet Beat Diesel,2012,57.6,5.0,12,72921
4755,Honda Brio V MT,2012,86.8,5.0,12,59000
4756,Ford Figo Diesel Titanium,2014,68.05,5.0,10,33000
4757,Maruti Celerio VXI AT,2016,67.04,5.0,8,36789
4758,Mercedes-Benz New C-Class C 220 CDI Elegance AT,2014,170.0,5.0,10,41000
4759,Honda Brio S MT,2015,86.8,5.0,9,46650
4760,Maruti Baleno Alpha CVT,2018,83.1,5.0,6,3000
4761,Hyundai EON Sportz,2014,55.2,5.0,10,14799
4762,Toyota Prius 2009-2016 Z4,2011,73.0,5.0,13,44000
4763,Hyundai i20 1.4 CRDi Sportz,2015,90.0,5.0,9,68525
4764,Ford Endeavour 3.2 Titanium AT 4X4,2018,197.0,7.0,6,15000
4765,Honda City i-VTEC VX,2017,117.3,5.0,7,29000
4766,Maruti SX4 ZDI,2012,88.8,5.0,12,77407
4767,Chevrolet Optra Magnum 1.6 LS Petrol,2007,102.5,5.0,17,118000
4768,Volkswagen Vento Diesel Highline,2013,103.6,5.0,11,75000
4769,Honda City V MT,2012,116.3,5.0,12,69000
4770,Hyundai Creta 1.6 CRDi SX Option,2016,126.2,5.0,8,52553
4771,Hyundai Xcent 1.1 CRDi SX,2014,71.0,5.0,10,58000
4772,Mercedes-Benz GLC 220d 4MATIC Style,2017,170.0,5.0,7,24000
4773,Ford Figo Diesel EXI,2015,68.0,5.0,9,65542
4774,Volkswagen Jetta 2007-2011 2.0 TDI Trendline,2013,105.0,5.0,11,68008
4775,Mahindra TUV 300 2015-2019 T8,2017,100.0,7.0,7,22251
4776,Ford Ecosport 1.5 Ti VCT MT Titanium,2013,110.0,5.0,11,55000
4777,Hyundai Verna 1.6 SX VTVT (O),2017,121.3,5.0,7,19387
4778,Hyundai i20 Sportz 1.2,2016,81.83,5.0,8,24001
4779,Audi A4 New 2.0 TDI Multitronic,2008,140.8,5.0,16,17000
4780,Nissan Micra Active XV S,2015,67.04,5.0,9,28500
4781,Mercedes-Benz M-Class ML 250 CDI,2014,203.2,5.0,10,66000
4782,Land Rover Discovery Sport TD4 S,2017,147.5,5.0,7,22000
4783,Hyundai Creta 1.6 SX Option Executive,2018,121.3,5.0,6,44383
4784,Skoda Rapid 1.6 TDI Active,2013,103.5,5.0,11,45000
4785,Maruti Swift Dzire VDI,2015,74.0,5.0,9,58000
4786,Hyundai Creta 1.6 SX,2016,121.3,5.0,8,69000
4787,Hyundai Grand i10 CRDi Sportz,2017,70.0,5.0,7,60993
4788,Mahindra TUV 300 T8,2016,100.0,7.0,8,67000
4789,Hyundai Grand i10 CRDi Sportz,2014,70.0,5.0,10,51134
4790,BMW X5 xDrive 30d,2011,245.0,5.0,13,55000
4791,Maruti Dzire AMT VDI,2018,73.75,5.0,6,25082
4792,Toyota Fortuner 4x4 MT,2012,168.5,7.0,12,68350
4793,Audi A6 2011-2015 35 TDI Technology,2015,174.33,5.0,9,50000
4794,Honda Jazz 1.5 V i DTEC,2015,98.6,5.0,9,97000
4795,Audi Q7 4.2 TDI Quattro Technology,2015,335.2,7.0,9,56238
4796,Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,2014,120.0,7.0,10,72618
4797,Chevrolet Cruze LTZ,2012,147.9,5.0,12,62005
4798,Chevrolet Beat Diesel LT,2012,57.6,5.0,12,61250
4799,Audi A4 35 TDI Premium Plus,2014,187.74,5.0,10,28469
4800,Skoda Rapid 1.6 MPI AT Style,2018,103.52,5.0,6,21488
4801,Maruti Swift Dzire VDI,2014,74.0,5.0,10,197000
4802,Toyota Fortuner 3.0 Diesel,2009,171.0,7.0,15,138205
4803,Maruti Swift VDI,2012,74.0,5.0,12,160000
4804,Honda City 1.5 V MT Exclusive,2012,118.0,5.0,12,67590
4805,Mercedes-Benz M-Class ML 250 CDI,2012,203.2,5.0,12,52000
4806,Maruti Swift Ldi BSIII,2008,75.0,5.0,16,100000
4807,Ford Aspire Titanium Diesel,2017,99.0,5.0,7,60048
4808,Hyundai i10 Sportz,2009,78.9,5.0,15,48000
4809,Fiat Punto 1.4 Emotion,2010,74.0,5.0,14,47000
4810,Maruti Alto LXi,2011,46.3,5.0,13,100000
4811,Maruti Swift VXI BSIV,2006,81.8,5.0,18,80010
4812,Mercedes-Benz New C-Class C 220 CDI Avantgarde,2017,170.0,5.0,7,26493
4813,Tata Indica V2 DLE BSIII,2011,52.8,5.0,13,96000
4814,Maruti Alto 800 VXI,2014,47.3,5.0,10,45700
4815,Skoda Superb 2.8 V6 AT,2005,193.1,5.0,19,13000
4816,Volkswagen Polo Petrol Comfortline 1.2L,2013,73.9,5.0,11,38000
4817,Maruti Dzire AMT ZXI Plus,2019,81.8,5.0,5,8018
4818,Mahindra Scorpio VLX,2010,120.0,8.0,14,144400
4819,Maruti Swift Vdi BSIII,2010,75.0,5.0,14,152000
4820,BMW 3 Series 320d Prestige,2013,184.0,5.0,11,71000
4821,Tata Nano STD SE,2012,37.5,4.0,12,80000
4822,Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,100.0,8.0,10,87143
4823,Honda Brio S Option MT,2012,86.8,5.0,12,25000
4824,Tata Tiago AMT 1.2 Revotron XZA,2018,83.83,5.0,6,2000
4825,Mahindra Scorpio SLE BSIV,2014,120.0,8.0,10,45239
4826,BMW 5 Series 2003-2012 525d,2011,218.0,5.0,13,101999
4827,Toyota Corolla Altis D-4D GL,2014,87.2,5.0,10,74219
4828,Honda City i VTEC CVT VX,2016,117.3,5.0,8,25000
4829,Hyundai Verna CRDi 1.6 SX Option,2008,126.2,5.0,16,109606
4830,Maruti Swift Dzire VDI Optional,2015,74.0,5.0,9,36000
4831,Maruti Ciaz ZXi,2016,91.1,5.0,8,41810
4832,Ford Ecosport 1.5 DV5 MT Titanium,2014,89.84,5.0,10,93321
4833,Maruti Alto K10 2010-2014 VXI,2011,67.1,5.0,13,81000
4834,Honda Amaze V CVT Petrol,2019,88.76,5.0,5,25717
4835,Mahindra XUV500 W6 2WD,2015,140.0,7.0,9,37000
4836,Mahindra TUV 300 2015-2019 T8,2017,100.0,7.0,7,56380
4837,Honda Jazz VX,2017,88.7,5.0,7,8000
4838,Maruti Swift VXI BSIII W/ ABS,2018,88.2,5.0,6,14589
4839,Volkswagen Polo Petrol Highline 1.2L,2013,73.9,5.0,11,65088
4840,Hyundai Creta 1.6 SX Option Diesel,2019,126.2,5.0,5,24864
4841,Chevrolet Beat LS,2011,79.4,5.0,13,64831
4842,Honda Amaze VX i-DTEC,2013,98.6,5.0,11,38001
4843,Mercedes-Benz E-Class 230 E AT,2008,157.7,5.0,16,77000
4844,BMW 5 Series 530d M Sport,2016,265.0,5.0,8,27000
4845,Audi A3 35 TDI Premium Plus,2016,143.0,5.0,8,39000
4846,Maruti Swift Dzire VDI,2015,74.0,5.0,9,131000
4847,Maruti Swift Dzire VDI,2015,74.0,5.0,9,43000
4848,Toyota Innova 2.5 V Diesel 7-seater,2011,102.0,7.0,13,68000
4849,BMW X3 xDrive20d,2016,184.0,5.0,8,45165
4850,BMW 5 Series 2003-2012 525d,2007,218.0,5.0,17,120000
4851,Mahindra XUV500 W8 2WD,2014,140.0,7.0,10,86091
4852,Honda City 1.5 S MT,2009,118.0,5.0,15,71499
4853,Force One LX 4x4,2014,139.01,7.0,10,50000
4854,Volkswagen Polo 1.5 TDI Comfortline,2015,88.0,5.0,9,66000
4855,Honda Jazz S,2010,90.0,5.0,14,45000
4856,Toyota Etios Liva GD SP,2015,67.06,5.0,9,69189
4857,Nissan Terrano XV Premium 110 PS,2014,108.5,5.0,10,40206
4858,BMW X3 xDrive 20d xLine,2017,190.0,5.0,7,36723
4859,Hyundai i20 1.2 Magna,2010,80.0,5.0,14,57500
4860,Ford Fiesta EXi 1.4 TDCi Ltd,2011,68.0,5.0,13,52000
4861,Honda City 1.5 V AT,2014,118.0,5.0,10,60952
4862,Maruti Swift VDI BSIV,2013,74.0,5.0,11,87192
4863,Hyundai Grand i10 CRDi SportZ Edition,2014,70.0,5.0,10,58000
4864,Audi Q7 45 TDI Quattro Technology,2017,245.0,7.0,7,59500
4865,Volkswagen Ameo 1.2 MPI Highline 16 Alloy,2016,74.0,5.0,8,16650
4866,Honda City i VTEC CVT VX,2018,117.3,5.0,6,34696
4867,Maruti Baleno Alpha 1.3,2018,74.0,5.0,6,42243
4868,Hyundai Grand i10 CRDi Sportz,2016,70.0,5.0,8,57824
4869,Maruti Swift Dzire VDi,2011,73.9,5.0,13,110000
4870,Maruti Swift 1.3 VXi,2006,74.0,5.0,18,63000
4871,Land Rover Freelander 2 TD4 HSE,2013,115.0,5.0,11,72000
4872,Toyota Fortuner 3.0 Diesel,2013,171.0,7.0,11,63455
4873,Honda Jazz VX Diesel,2017,98.6,5.0,7,17151
4874,Maruti Vitara Brezza LDi Option,2016,88.5,5.0,8,31001
4875,Maruti Swift Dzire VDI,2014,74.0,5.0,10,42109
4876,Skoda Rapid 1.5 TDI AT Elegance,2015,103.52,5.0,9,55000
4877,Land Rover Freelander 2 TD4 SE,2013,115.0,5.0,11,46000
4878,Maruti Alto 800 LXI,2013,47.3,5.0,11,30852
4879,Volkswagen Polo Petrol Highline 1.2L,2011,73.9,5.0,13,65000
4880,Honda City i DTEC SV,2015,98.6,5.0,9,65000
4881,Maruti Swift Dzire LDI,2013,74.0,5.0,11,72000
4882,Audi A4 2.0 TDI 177 Bhp Technology Edition,2014,174.33,5.0,10,29000
4883,Honda City i VTEC VX,2015,117.3,5.0,9,32000
4884,Ford Figo Aspire 1.2 Ti-VCT Ambiente,2016,86.8,5.0,8,29875
4885,Maruti Vitara Brezza LDi,2018,88.5,5.0,6,32539
4886,Renault Duster 110PS Diesel RxL,2015,108.45,5.0,9,83090
4887,Hyundai i20 Active 1.4 SX,2016,88.73,5.0,8,62679
4888,Mahindra Logan Petrol 1.4 GLE,2010,75.0,5.0,14,93000
4889,Honda City ZX GXi,2006,78.0,5.0,18,44000
4890,Ford Figo Petrol EXI,2010,70.0,5.0,14,78400
4891,Renault Duster Petrol RxL,2014,102.53,5.0,10,71300
4892,Hyundai i10 Sportz 1.2,2015,78.9,5.0,9,18000
4893,Land Rover Discovery Sport TD4 HSE 7S,2019,148.31,7.0,5,24013
4894,Audi Q5 2008-2012 2.0 TFSI Quattro,2009,208.0,5.0,15,99100
4895,Maruti Versa DX2 BS II,2003,83.1,8.0,21,62000
4896,Maruti Swift Dzire ZDI,2017,74.0,5.0,7,14000
4897,Audi A4 2.0 TDI Premium Sport Limited Edition,2015,174.33,5.0,9,44811
4898,Volkswagen Polo 1.2 MPI Comfortline,2014,74.0,5.0,10,44000
4899,Toyota Fortuner 3.0 Diesel,2010,171.0,7.0,14,136000
4900,Toyota Fortuner 3.0 Diesel,2010,171.0,7.0,14,144113
4901,Honda Accord 2.4 MT,2012,177.6,5.0,12,94989
4902,Maruti Swift ZDi,2012,74.0,5.0,12,58133
4903,Skoda Fabia 1.2 MPI Classic,2008,70.0,5.0,16,61000
4904,Jeep Compass 2.0 Sport,2017,170.0,5.0,7,27000
4905,Tata Nano Twist XT,2014,37.5,4.0,10,18050
4906,Ford Fiesta 1.6 ZXi ABS,2007,101.0,5.0,17,145277
4907,Maruti Celerio ZDi,2015,47.0,5.0,9,42000
4908,Toyota Fortuner 3.0 Diesel,2011,171.0,7.0,13,86000
4909,Maruti Celerio ZDi,2015,47.0,5.0,9,42150
4910,Hyundai EON Era Plus,2015,55.2,5.0,9,30158
4911,Ford Fiesta Diesel Trend,2011,90.0,5.0,13,47000
4912,Volkswagen Polo 1.2 MPI Comfortline,2013,74.0,5.0,11,39000
4913,Volkswagen Polo 1.2 MPI Comfortline,2016,74.0,5.0,8,32125
4914,Maruti Vitara Brezza ZDi,2017,88.5,5.0,7,58829
4915,Honda Brio S MT,2013,86.8,5.0,11,67559
4916,Maruti Swift Dzire VXi,2013,85.8,5.0,11,55000
4917,Maruti Celerio LXI MT,2018,67.04,5.0,6,30000
4918,Hyundai Creta 1.6 SX Plus Petrol Automatic,2016,121.3,5.0,8,28000
4919,Ford Ecosport 1.5 DV5 MT Titanium,2016,89.84,5.0,8,31826
4920,Honda CR-V RVi MT,2008,141.1,5.0,16,100009
4921,Land Rover Discovery Sport SD4 HSE Luxury 7S,2019,187.7,7.0,5,17201
4922,Mahindra XUV500 W8 2WD,2014,140.0,7.0,10,74345
4923,Volkswagen Polo 1.2 MPI Highline,2015,74.0,5.0,9,58134
4924,Hyundai i10 Magna AT,2010,80.0,5.0,14,30566
4925,Hyundai i10 Magna 1.2,2012,78.9,5.0,12,55231
