,Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,Price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Car_Age
5026,5026,Mahindra XUV500 W8 2WD,Ahmedabad,2014,58000,First,15.1,2179,140.0,7.0,7.5,0,0,1,10
5027,5027,Maruti Alto 800 2016-2019 VXI,Kolkata,2016,4000,First,24.7,796,47.3,5.0,3.0,0,1,1,8
5028,5028,BMW 5 Series 530d M Sport,Chennai,2010,58000,First,18.59,2993,265.0,5.0,11.75,0,0,0,14
5029,5029,Hyundai EON D Lite Plus,Kochi,2016,29832,First,21.1,814,55.2,5.0,3.29,0,1,1,8
5030,5030,Maruti Swift Dzire VDI,Chennai,2016,71156,First,26.59,1248,74.0,5.0,6.5,0,0,1,8
5031,5031,Audi A4 2.0 TDI,Hyderabad,2011,54000,First,16.55,1968,147.51,5.0,18.0,0,0,0,13
5032,5032,Skoda Superb Elegance 1.8 TSI AT,Bangalore,2009,75000,Second,13.7,1798,157.75,5.0,4.95,0,1,0,15
5033,5033,Tata Zest Revotron 1.2T XM,Kochi,2015,39208,First,17.57,1193,88.7,5.0,4.52,0,1,1,9
5034,5034,Force One LX ABS 7 Seating,Kolkata,2014,41000,First,17.0,2149,139.07,7.0,8.0,0,0,1,10
5035,5035,Honda City i-VTEC VX,Coimbatore,2013,38622,First,17.4,1497,117.3,5.0,6.26,0,1,1,11
5036,5036,Nissan Sunny 2011-2014 XV,Chennai,2016,18000,First,16.95,1498,97.7,5.0,7.5,0,1,1,8
5037,5037,Maruti Swift 1.3 LXI,Delhi,2012,52000,First,16.1,1197,74.0,5.0,3.65,0,1,1,12
5038,5038,Volkswagen Vento Petrol Highline AT,Mumbai,2011,45000,First,14.4,1598,103.6,5.0,3.35,0,1,0,13
5039,5039,Hyundai Verna 1.6 SX VTVT AT,Mumbai,2014,48656,First,15.74,1591,121.3,5.0,5.5,0,1,0,10
5040,5040,Hyundai Verna CRDi 1.6 AT SX Plus,Bangalore,2012,79000,First,22.0,1582,126.2,5.0,5.25,0,0,0,12
5041,5041,Audi A4 2.0 TDI Multitronic,Bangalore,2012,88000,First,16.55,1968,140.0,5.0,16.25,0,0,0,12
5042,5042,Maruti SX4 Vxi BSIV,Delhi,2009,92000,First,15.5,1586,103.3,5.0,2.7,0,1,1,15
5043,5043,Ford Endeavour 2.2 Titanium AT 4X2,Chennai,2019,9000,First,12.62,2198,158.0,7.0,32.9,0,0,0,5
5044,5044,Maruti Swift LXI BSIV,Coimbatore,2008,50121,First,20.4,1197,83.11,5.0,3.41,0,1,1,16
5045,5045,Hyundai Grand i10 CRDi Magna,Hyderabad,2014,79000,First,24.0,1120,70.0,5.0,4.15,0,0,1,10
5046,5046,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2014,46000,Second,20.14,1498,88.8,5.0,5.9,0,0,1,10
5047,5047,Mercedes-Benz E-Class 230,Pune,2012,100000,First,10.0,2496,157.7,5.0,11.5,0,1,0,12
5048,5048,Hyundai i20 Asta 1.2,Kolkata,2015,41000,First,18.6,1197,81.83,5.0,4.75,0,1,1,9
5049,5049,Maruti Alto K10 VXI AGS,Chennai,2015,25000,First,24.07,998,67.1,5.0,3.5,0,1,0,9
5050,5050,Maruti Ertiga VDI,Pune,2014,71899,First,20.77,1248,88.76,7.0,7.25,0,0,1,10
5051,5051,Maruti Celerio VXI AT,Mumbai,2016,7100,First,23.1,998,67.04,5.0,4.35,0,1,0,8
5052,5052,Renault KWID Climber 1.0 AMT,Coimbatore,2018,38171,Second,22.5,999,67.0,5.0,4.99,0,1,0,6
5053,5053,Mahindra Scorpio SLE BSIV,Bangalore,2013,70359,First,12.05,2179,120.0,8.0,7.65,0,0,1,11
5054,5054,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Chennai,2011,200000,First,12.8,2494,102.0,7.0,9.0,0,0,1,13
5055,5055,Volkswagen Polo Diesel Highline 1.2L,Chennai,2017,26969,First,22.07,1199,73.9,5.0,6.9,0,0,1,7
5056,5056,Ford Figo Diesel ZXI,Chennai,2011,56500,First,20.0,1399,68.0,5.0,2.9,0,0,1,13
5057,5057,Nissan Terrano XL Plus 85 PS,Kolkata,2014,40000,First,20.45,1461,83.8,5.0,5.75,0,0,1,10
5058,5058,Force One LX 4x4,Kolkata,2014,41000,First,17.0,2200,139.01,7.0,8.0,0,0,1,10
5059,5059,Renault KWID 1.0 RXT Optional AMT,Kochi,2017,53105,First,22.5,999,67.0,5.0,4.41,0,1,0,7
5060,5060,Skoda Rapid 1.5 TDI Elegance,Mumbai,2013,23000,First,21.14,1498,103.52,5.0,4.95,0,0,1,11
5061,5061,Mahindra XUV500 AT W10 FWD,Hyderabad,2016,80999,First,16.0,2179,140.0,7.0,14.4,0,0,0,8
5062,5062,Ford Figo Diesel Titanium,Chennai,2012,82000,First,20.0,1399,68.05,5.0,2.95,0,0,1,12
5063,5063,Mahindra Bolero ZLX,Coimbatore,2017,68557,First,15.96,2523,62.1,7.0,8.14,0,0,1,7
5064,5064,Volkswagen Vento 1.5 TDI Highline,Hyderabad,2016,34000,First,20.64,1498,108.5,5.0,8.45,0,0,1,8
5065,5065,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2015,77000,First,12.99,2494,100.0,8.0,12.5,0,0,1,9
5066,5066,Mahindra XUV500 W8 2WD,Mumbai,2012,48000,First,15.1,2179,140.0,7.0,6.5,0,0,1,12
5067,5067,Ford Ecosport 1.5 Ti VCT MT Titanium,Coimbatore,2015,28232,Second,15.8,1499,110.0,5.0,7.72,0,1,1,9
5068,5068,Volkswagen Jetta 2012-2014 2.0L TDI Highline AT,Chennai,2011,110000,First,16.96,1968,138.1,5.0,8.0,0,0,0,13
5069,5069,Tata New Safari DICOR 2.2 VX 4x4,Chennai,2009,120000,Second,13.93,2179,138.0,7.0,3.0,0,0,1,15
5070,5070,BMW 3 Series 330d Convertible,Mumbai,2013,49000,First,8.2,2993,245.0,4.0,29.0,0,0,0,11
5071,5071,Volkswagen Polo 1.2 MPI Highline,Kolkata,2014,22000,First,16.47,1198,74.0,5.0,4.11,0,1,1,10
5072,5072,Hyundai i20 Magna Optional 1.2,Coimbatore,2015,14925,First,18.5,1197,82.9,5.0,5.37,0,1,1,9
5073,5073,Maruti Ertiga ZDI,Mumbai,2013,75000,First,20.77,1248,88.8,7.0,6.55,0,0,1,11
5074,5074,Honda City i VTEC V,Chennai,2015,23000,First,17.4,1497,117.3,5.0,7.0,0,1,1,9
5075,5075,Honda City 1.5 S MT,Mumbai,2014,57000,First,17.0,1497,118.0,5.0,5.48,0,1,1,10
5076,5076,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Kochi,2013,76718,First,16.96,1968,138.03,5.0,6.51,0,0,0,11
5077,5077,Honda Amaze VX i-DTEC,Pune,2016,138000,First,25.8,1498,98.6,5.0,5.15,0,0,1,8
5078,5078,Mahindra XUV500 W8 2WD,Hyderabad,2013,140000,Second,15.1,2179,140.0,7.0,9.0,0,0,1,11
5079,5079,Toyota Corolla Altis VL,Mumbai,2008,110000,Second,14.53,1798,138.1,5.0,2.75,0,1,0,16
5080,5080,BMW 3 Series 320d,Bangalore,2012,73000,First,22.69,1995,190.0,5.0,12.5,0,0,0,12
5081,5081,Ford EcoSport 1.5 Diesel Trend,Kochi,2017,63423,First,23.0,1498,98.96,5.0,7.69,0,0,1,7
5082,5082,Hyundai i20 Asta Optional with Sunroof 1.2,Kochi,2013,62132,First,18.5,1197,82.85,5.0,4.57,0,1,1,11
5083,5083,Honda City 1.5 S AT,Mumbai,2013,51000,First,16.8,1497,118.0,5.0,4.5,0,1,0,11
5084,5084,Maruti Ritz VDI (ABS) BS IV,Hyderabad,2015,75000,First,23.2,1248,73.94,5.0,4.9,0,0,1,9
5085,5085,Hyundai i10 Era 1.1,Kolkata,2008,55410,First,19.81,1086,68.05,5.0,1.65,0,1,1,16
5086,5086,Chevrolet Sail 1.2 LS,Mumbai,2015,41000,First,18.2,1199,82.4,5.0,3.25,0,1,1,9
5087,5087,Hyundai Verna 1.6 SX CRDi (O),Chennai,2012,45000,First,22.32,1582,126.32,5.0,6.25,0,0,1,12
5088,5088,Hyundai Creta 1.6 SX Option,Kochi,2018,53322,First,15.8,1591,121.3,5.0,12.13,0,1,1,6
5089,5089,Chevrolet Sail 1.2 LS,Jaipur,2013,48000,First,18.2,1199,82.4,5.0,3.25,0,1,1,11
5090,5090,Audi Q5 2.0 TDI,Hyderabad,2013,72000,First,14.16,1968,174.3,5.0,29.0,0,0,0,11
5091,5091,Honda City 1.5 V MT Exclusive,Kochi,2013,50266,First,17.0,1497,118.0,5.0,5.53,0,1,1,11
5092,5092,Ford EcoSport 1.5 Petrol Titanium,Hyderabad,2017,21800,First,17.0,1497,121.36,5.0,8.75,0,1,1,7
5093,5093,Audi Q7 3.0 TDI Quattro Premium Plus,Bangalore,2014,45000,Second,12.07,2967,241.4,7.0,37.9,0,0,0,10
5094,5094,Hyundai i10 Magna 1.2,Delhi,2010,62000,First,20.36,1197,78.9,5.0,2.4,0,1,1,14
5095,5095,Hyundai i20 1.2 Asta,Chennai,2014,41681,First,17.0,1197,80.0,5.0,4.55,0,1,1,10
5096,5096,Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2011,69313,Second,17.5,1197,85.8,5.0,2.65,0,1,1,13
5097,5097,Tata Indica V2 eLX,Pune,2017,49000,Second,25.0,1396,69.0,5.0,1.6,0,0,1,7
5098,5098,BMW 5 Series 2010-2013 530d,Coimbatore,2012,40471,Second,16.2,2993,235.0,5.0,25.72,0,0,0,12
5099,5099,Maruti Swift VDI,Ahmedabad,2013,60000,First,22.9,1248,74.0,5.0,4.15,0,0,1,11
5100,5100,Ford Freestyle Titanium Plus Petrol,Jaipur,2018,1001,First,19.0,1194,94.68,5.0,7.23,0,1,1,6
5101,5101,Hyundai Verna XXi ABS (Petrol),Bangalore,2008,38000,Second,13.9,1599,103.2,5.0,2.6,0,1,1,16
5102,5102,BMW 3 Series 320d Highline,Mumbai,2008,66000,Second,16.07,1995,181.0,5.0,7.25,0,0,0,16
5103,5103,Toyota Innova 2.5 G4 Diesel 8-seater,Kochi,2017,33901,First,12.8,2494,102.0,8.0,14.29,0,0,1,7
5104,5104,Mercedes-Benz New C-Class C 250 CDI Elegance,Hyderabad,2011,57000,Second,14.94,2143,204.0,5.0,17.25,0,0,0,13
5105,5105,Hyundai Elantra 1.6 SX,Pune,2013,170000,First,22.54,1582,126.2,5.0,7.5,0,0,1,11
5106,5106,Maruti Ritz ZDi,Hyderabad,2014,60000,First,23.2,1248,73.94,5.0,4.35,0,0,1,10
5107,5107,Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,85000,First,24.3,1248,88.5,5.0,8.9,0,0,1,8
5108,5108,Hyundai Xcent 1.2 Kappa S,Kolkata,2016,146000,Second,19.1,1197,82.0,5.0,3.5,0,1,1,8
5109,5109,Honda City i DTEC V,Kolkata,2014,56002,First,26.0,1498,98.6,5.0,6.1,0,0,1,10
5110,5110,Renault KWID RXT,Mumbai,2016,8554,First,25.17,799,53.3,5.0,3.2,0,1,1,8
5111,5111,Toyota Etios Cross 1.4L VD,Jaipur,2014,62322,First,23.59,1364,67.06,5.0,4.9,0,0,1,10
5112,5112,Maruti Alto K10 VXI,Kochi,2015,37929,First,24.07,998,67.1,5.0,3.69,0,1,1,9
5113,5113,Tata Tiago 1.2 Revotron XM Option,Chennai,2016,5400,First,23.84,1199,84.0,5.0,3.98,0,1,1,8
5114,5114,Hyundai i20 1.4 CRDi Magna,Kolkata,2013,60000,First,21.9,1396,90.0,5.0,2.95,0,0,1,11
5115,5115,Audi A4 2.0 TDI,Kochi,2014,55730,First,16.55,1968,147.51,5.0,15.21,0,0,0,10
5116,5116,Maruti Swift VDI,Hyderabad,2015,62000,First,28.4,1248,74.0,5.0,6.3,0,0,1,9
5117,5117,Volkswagen Ameo 1.2 MPI Highline,Kochi,2017,14576,First,17.0,1198,73.75,5.0,6.69,0,1,1,7
5118,5118,Honda BRV i-VTEC V CVT,Mumbai,2017,17000,First,16.0,1497,117.3,7.0,9.5,0,1,0,7
5119,5119,Hyundai i20 Asta,Mumbai,2009,28000,First,17.0,1197,80.0,5.0,2.65,0,1,1,15
5120,5120,Hyundai Santa Fe 4X4,Ahmedabad,2012,58200,First,14.66,2199,194.3,7.0,7.5,0,0,1,12
5121,5121,Honda City 1.5 GXI,Bangalore,2002,53000,Second,0.0,1197,74.0,5.0,1.85,0,1,1,22
5122,5122,Maruti Celerio ZXI Optional AMT,Kochi,2018,12278,First,23.1,998,67.04,5.0,5.63,0,1,0,6
5123,5123,Hyundai Creta 1.6 SX,Coimbatore,2018,17665,First,15.8,1591,121.3,5.0,11.78,0,1,1,6
5124,5124,Tata Indica V2 DL BSIII,Hyderabad,2004,200000,Second,17.88,1396,52.8,5.0,0.85,0,0,1,20
5125,5125,Volkswagen Vento Petrol Highline,Mumbai,2011,55893,First,15.04,1598,103.6,5.0,3.35,0,1,1,13
5126,5126,Maruti Celerio VXI,Kochi,2015,60586,First,23.1,998,67.04,5.0,4.11,0,1,1,9
5127,5127,Mercedes-Benz CLA 200 D Sport Edition,Ahmedabad,2015,13500,First,17.9,2143,136.0,5.0,25.51,0,0,0,9
5128,5128,Maruti Alto 800 LXI,Jaipur,2017,30000,First,22.74,796,47.3,5.0,3.1,0,1,1,7
5129,5129,Ford Endeavour 3.2 Titanium AT 4X4,Delhi,2018,12000,First,10.91,3198,197.0,7.0,33.5,0,0,0,6
5130,5130,Tata Zest Revotron 1.2T XE,Kolkata,2017,65000,First,17.57,1193,88.7,5.0,4.8,0,1,1,7
5131,5131,Volkswagen Vento 1.6 Comfortline,Kolkata,2014,38000,First,16.09,1598,103.5,5.0,3.49,0,1,1,10
5132,5132,Maruti Ertiga ZXI,Mumbai,2012,25000,Second,17.5,1373,91.1,7.0,5.15,0,1,1,12
5133,5133,Mercedes-Benz M-Class ML 350 CDI Corporate,Mumbai,2011,100000,First,14.0,2987,224.0,5.0,14.41,0,0,0,13
5134,5134,Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,13710,First,16.2,1199,74.0,5.0,4.75,0,1,1,10
5135,5135,Toyota Fortuner 4x2 AT,Jaipur,2015,100000,First,12.55,2982,168.5,7.0,19.0,0,0,0,9
5136,5136,Maruti Celerio VXI,Hyderabad,2017,17000,First,23.1,998,67.04,5.0,4.9,0,1,1,7
5137,5137,BMW 3 Series 320d Corporate Edition,Chennai,2008,89000,Second,16.07,1995,181.0,4.0,6.3,0,0,0,16
5138,5138,Honda City ZX VTEC,Jaipur,2006,100173,Second,16.9,1497,100.0,5.0,2.4,0,1,1,18
5139,5139,Mitsubishi Cedia Sports,Pune,2009,97000,First,13.17,1999,114.0,5.0,3.0,0,1,1,15
5140,5140,Renault Pulse Petrol RxL,Delhi,2016,40190,First,18.06,1198,74.93,5.0,4.25,0,1,1,8
5141,5141,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2016,29647,First,20.14,1498,88.0,5.0,6.3,0,0,1,8
5142,5142,Maruti Baleno RS Petrol,Kochi,2018,43639,First,21.1,998,100.0,5.0,8.15,0,1,1,6
5143,5143,Hyundai i10 Magna,Kochi,2012,37333,First,20.36,1197,78.9,5.0,3.22,0,1,1,12
5144,5144,Hyundai i20 1.2 Spotz,Kochi,2018,48407,First,18.6,1197,81.83,5.0,7.65,0,1,1,6
5145,5145,BMW Z4 2009-2013 35i,Delhi,2011,25000,First,10.37,2979,306.0,2.0,30.0,0,1,0,13
5146,5146,Hyundai i10 Sportz 1.2,Pune,2010,72400,Second,20.36,1197,78.9,5.0,2.3,0,1,1,14
5147,5147,Mini Cooper S Carbon Edition,Delhi,2012,18000,First,13.6,1598,181.0,4.0,22.0,0,1,0,12
5148,5148,Honda Brio V MT,Pune,2012,65167,First,19.4,1198,86.8,5.0,3.28,0,1,1,12
5149,5149,Maruti Ciaz ZXi Option,Kochi,2016,25418,First,20.73,1373,91.2,5.0,7.09,0,1,1,8
5150,5150,Maruti Swift Dzire ZDi,Coimbatore,2013,38995,First,19.3,1248,73.9,5.0,6.46,0,0,1,11
5151,5151,Volkswagen Polo Diesel Comfortline 1.2L,Chennai,2012,60000,First,22.07,1199,73.9,5.0,4.0,0,0,1,12
5152,5152,BMW X1 sDrive20d,Delhi,2011,72000,First,17.05,1995,184.0,5.0,11.0,0,0,0,13
5153,5153,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2016,31075,Second,12.07,2967,241.4,7.0,49.79,0,0,0,8
5154,5154,Ford Figo 1.5D Trend MT,Kolkata,2015,4311,First,25.83,1498,99.0,5.0,4.8,0,0,1,9
5155,5155,BMW 3 Series Luxury Line,Bangalore,2017,21000,First,21.76,1995,190.0,5.0,35.0,0,0,0,7
5156,5156,Mercedes-Benz M-Class ML 350 CDI Corporate,Bangalore,2011,54000,First,14.0,2987,224.0,5.0,21.99,0,0,0,13
5157,5157,Maruti Wagon R LX BSIII,Mumbai,2007,50000,Second,17.3,1061,64.0,5.0,1.1,0,1,1,17
5158,5158,Maruti Baleno Zeta 1.2,Delhi,2018,13000,First,21.4,1197,83.1,5.0,6.6,0,1,1,6
5159,5159,Maruti Dzire VXI,Pune,2013,74000,First,22.0,1197,81.8,5.0,4.5,0,1,1,11
5160,5160,Chevrolet Aveo U-VA 1.2 LT,Pune,2009,75000,Second,14.7,1150,76.0,5.0,1.0,0,1,1,15
5161,5161,Volkswagen Polo 1.5 TDI Highline,Chennai,2017,25000,First,20.14,1498,88.0,5.0,6.9,0,0,1,7
5162,5162,Land Rover Freelander 2 TD4 SE,Hyderabad,2012,139000,First,0.0,2179,115.0,5.0,16.75,0,0,0,12
5163,5163,Audi Q5 30 TDI quattro Premium,Mumbai,2015,52000,First,14.16,1968,174.3,5.0,25.49,0,0,0,9
5164,5164,Audi A6 35 TDI Matrix,Chennai,2015,20000,First,18.53,1968,187.74,5.0,35.5,0,0,0,9
5165,5165,Hyundai Grand i10 1.2 CRDi Sportz,Kochi,2018,32663,First,24.0,1186,73.97,5.0,6.28,0,0,1,6
5166,5166,Mahindra Scorpio SLE BSIV,Delhi,2012,76777,Second,12.05,2179,120.0,8.0,4.88,0,0,1,12
5167,5167,Tata Bolt Quadrajet XE,Hyderabad,2016,100303,First,22.95,1248,74.0,5.0,3.7,0,0,1,8
5168,5168,Hyundai EON Era Plus,Kochi,2015,43993,First,21.1,814,55.2,5.0,3.45,0,1,1,9
5169,5169,Mahindra Scorpio S8 8 Seater,Kochi,2016,72118,First,15.4,2179,120.0,8.0,10.23,0,0,1,8
5170,5170,Honda Accord 2001-2003 2.0 AT,Bangalore,2010,83000,Second,11.1,2354,142.0,5.0,6.5,0,1,0,14
5171,5171,Volkswagen Polo 1.2 MPI Highline,Mumbai,2016,7523,First,16.2,1199,74.0,5.0,6.15,0,1,1,8
5172,5172,Maruti Eeco 7 Seater Standard,Mumbai,2014,34670,First,15.1,1196,73.0,7.0,2.9,0,1,1,10
5173,5173,Hyundai Grand i10 CRDi Sportz,Ahmedabad,2016,30000,First,24.0,1120,70.0,5.0,5.5,0,0,1,8
5174,5174,Ford Endeavour 3.2 Titanium AT 4X4,Chennai,2017,17000,First,10.91,3198,197.0,7.0,31.0,0,0,0,7
5175,5175,Hyundai Grand i10 1.2 CRDi Sportz,Delhi,2015,59261,First,24.0,1186,73.97,5.0,4.25,0,0,1,9
5176,5176,Maruti Swift VDI,Kochi,2016,65210,First,22.9,1248,74.0,5.0,5.48,0,0,1,8
5177,5177,Hyundai i20 1.2 Asta Option,Bangalore,2016,19000,First,18.6,1197,81.83,5.0,7.25,0,1,1,8
5178,5178,Maruti Swift Dzire VXi,Hyderabad,2012,50000,First,17.5,1298,85.8,5.0,3.0,0,1,1,12
5179,5179,BMW 3 Series 320d Luxury Line,Hyderabad,2015,47000,First,22.69,1995,190.0,5.0,29.5,0,0,0,9
5180,5180,Honda City ZX GXi,Mumbai,2007,75000,Second,17.7,1497,78.0,5.0,1.49,0,1,1,17
5181,5181,Hyundai i10 Sportz 1.2 AT,Pune,2013,54534,First,16.95,1197,78.9,5.0,3.65,0,1,0,11
5182,5182,Ford Ecosport Signature Edition Diesel,Ahmedabad,2018,13000,First,23.0,1498,98.96,5.0,10.9,0,0,1,6
5183,5183,Maruti Celerio ZXI MT,Bangalore,2015,48808,First,23.1,998,67.04,5.0,4.3,0,1,1,9
5184,5184,Maruti Ertiga VDI,Pune,2012,63001,Second,20.77,1248,88.76,7.0,6.11,0,0,1,12
5185,5185,Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2015,64771,First,12.8,2494,102.0,8.0,15.5,0,0,1,9
5186,5186,Honda City i VTEC SV,Mumbai,2016,34634,First,17.8,1497,117.3,5.0,6.9,0,1,1,8
5187,5187,Maruti Swift Dzire VXI,Bangalore,2012,69242,First,19.1,1197,85.8,5.0,4.69,0,1,1,12
5188,5188,Maruti Ritz LXi,Kochi,2011,33292,First,18.5,1197,85.8,5.0,3.19,0,1,1,13
5189,5189,Hyundai i20 Sportz AT 1.4,Pune,2012,55000,Second,15.0,1396,98.6,5.0,3.75,0,1,0,12
5190,5190,Hyundai i20 Active SX Dual Tone Petrol,Pune,2019,1000,First,17.19,1197,81.86,5.0,8.6,0,1,1,5
5191,5191,Honda City 1.5 E MT,Chennai,2011,80000,Second,17.0,1497,118.0,5.0,3.85,0,1,1,13
5192,5192,Porsche Cayenne S Diesel,Coimbatore,2016,65003,First,13.6,4134,382.0,5.0,67.83,0,0,0,8
5193,5193,Honda Amaze VX i-VTEC,Coimbatore,2019,16573,First,17.8,1198,86.7,5.0,9.31,0,1,1,5
5194,5194,Honda Civic 2006-2010 1.8 S AT,Pune,2008,152633,First,12.9,1799,130.0,5.0,3.0,0,1,0,16
5195,5195,Hyundai i20 Magna 1.2,Bangalore,2015,53000,First,18.6,1197,81.83,5.0,5.5,0,1,1,9
5196,5196,Hyundai Creta 1.6 CRDi SX,Hyderabad,2017,50129,First,19.67,1582,126.2,5.0,13.3,0,0,1,7
5197,5197,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Hyderabad,2013,63716,First,15.73,1968,174.33,5.0,23.0,0,0,0,11
5198,5198,Maruti Alto 800 2016-2019 LXI,Mumbai,2018,11000,First,24.7,796,47.3,5.0,3.35,0,1,1,6
5199,5199,BMW X1 sDrive 20d Exclusive,Chennai,2012,115000,Third,15.06,1995,177.0,5.0,10.0,0,0,0,12
5200,5200,Hyundai i10 Magna,Delhi,2013,63265,First,20.36,1197,78.9,5.0,2.95,0,1,1,11
5201,5201,Volkswagen Ameo 1.5 TDI Highline,Pune,2016,20000,First,21.66,1498,108.62,5.0,6.75,0,0,1,8
5202,5202,Volkswagen Polo Petrol Highline 1.2L,Pune,2010,79000,Third,16.47,1198,73.9,5.0,2.44,0,1,1,14
5203,5203,Maruti Ciaz VXi Plus,Mumbai,2015,41000,First,20.73,1373,91.1,5.0,5.85,0,1,1,9
5204,5204,Volkswagen Polo GT TSI,Kochi,2015,26323,First,17.21,1197,103.5,5.0,7.4,0,1,0,9
5205,5205,Hyundai Xcent 1.1 CRDi Base,Pune,2016,76000,First,24.4,1120,71.0,5.0,3.8,0,0,1,8
5206,5206,Honda Civic 2006-2010 1.8 S MT,Hyderabad,2008,69972,First,13.5,1799,130.0,5.0,3.8,0,1,1,16
5207,5207,Honda City ZX GXi,Kolkata,2008,69000,First,17.7,1497,78.0,5.0,2.7,0,1,1,16
5208,5208,Mahindra Bolero ZLX,Jaipur,2016,65000,First,15.96,2523,62.1,7.0,7.21,0,0,1,8
5209,5209,Honda City i VTEC V,Hyderabad,2016,29512,First,17.4,1497,117.3,5.0,7.9,0,1,1,8
5210,5210,Hyundai Xcent 1.2 CRDi S,Kolkata,2017,51000,First,25.4,1186,73.97,5.0,4.2,0,0,1,7
5211,5211,Renault Duster 110PS Diesel RxL,Mumbai,2014,58003,First,19.01,1461,108.45,5.0,5.75,0,0,1,10
5212,5212,Maruti A-Star AT VXI,Hyderabad,2013,56500,First,16.98,998,66.1,5.0,3.45,0,1,0,11
5213,5213,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,29063,First,17.11,1968,174.33,5.0,25.75,0,0,0,10
5214,5214,Mahindra XUV500 W8 2WD,Coimbatore,2018,46811,First,16.0,2179,140.0,7.0,16.59,0,0,1,6
5215,5215,Renault Pulse Petrol RxZ,Coimbatore,2014,31897,First,18.06,1198,74.96,5.0,4.69,0,1,1,10
5216,5216,BMW 3 Series 320d,Mumbai,2009,52100,Second,13.2,1995,170.0,5.0,7.5,0,0,0,15
5217,5217,Toyota Innova Crysta 2.4 GX MT,Hyderabad,2016,73000,First,13.68,2393,147.8,7.0,16.5,0,0,1,8
5218,5218,Honda City 1.5 S MT,Kolkata,2009,31423,First,17.0,1497,118.0,5.0,1.99,0,1,1,15
5219,5219,Maruti Swift VDI,Chennai,2014,75180,First,22.9,1248,74.0,5.0,5.25,0,0,1,10
5220,5220,Renault Duster 110PS Diesel RxZ Plus,Mumbai,2013,75000,Second,19.64,1461,108.45,5.0,5.4,0,0,1,11
5221,5221,Volkswagen Polo 1.2 MPI Comfortline,Mumbai,2014,15000,First,16.47,1198,74.0,5.0,3.9,0,1,1,10
5222,5222,Hyundai i20 Active 1.2 S,Mumbai,2015,12000,First,17.19,1197,81.86,5.0,5.8,0,1,1,9
5223,5223,BMW 5 Series 2013-2017 520d Luxury Line,Pune,2014,32000,First,18.12,1995,190.0,5.0,30.5,0,0,0,10
5224,5224,Maruti Swift Dzire LDI,Hyderabad,2017,44504,First,23.4,1248,74.0,5.0,5.6,0,0,1,7
5225,5225,Mercedes-Benz M-Class ML 350 4Matic,Ahmedabad,2012,66000,First,0.0,2987,165.0,5.0,23.0,0,0,0,12
5226,5226,Maruti Swift LDI,Jaipur,2015,39437,First,28.4,1248,74.0,5.0,5.15,0,0,1,9
5227,5227,Hyundai Verna 1.6 CRDI AT SX Option,Coimbatore,2017,36931,First,19.08,1582,126.2,5.0,9.48,0,0,0,7
5228,5228,Tata Nano XTA,Bangalore,2016,17800,Second,21.9,624,37.48,4.0,2.38,0,1,0,8
5229,5229,Maruti Swift Dzire LXi,Hyderabad,2009,71346,First,17.5,1298,85.8,5.0,3.8,0,1,1,15
5230,5230,Hyundai i20 Asta Option 1.2,Delhi,2015,45000,Second,18.6,1197,81.83,5.0,5.5,0,1,1,9
5231,5231,Hyundai i20 1.2 Sportz,Hyderabad,2010,85155,First,17.0,1197,80.0,5.0,3.55,0,1,1,14
5232,5232,Maruti Ciaz ZXi,Mumbai,2015,48823,First,20.73,1373,91.1,5.0,6.35,0,1,1,9
5233,5233,Land Rover Range Rover 2.2L Prestige,Delhi,2015,37000,First,12.7,2179,187.7,5.0,36.0,0,0,0,9
5234,5234,Tata Indigo LX BSII,Hyderabad,2005,92000,Second,16.1,1405,70.0,5.0,1.1,0,0,1,19
5235,5235,Tata Zest Revotron 1.2T XM,Mumbai,2014,36000,First,17.57,1193,88.7,5.0,3.7,0,1,1,10
5236,5236,Mahindra XUV500 W10 1.99 mHawk,Delhi,2016,24569,First,16.0,1997,140.0,7.0,13.5,0,0,1,8
5237,5237,Honda Accord 2.4 AT,Mumbai,2008,95000,Third,11.7,2354,177.6,5.0,2.85,0,1,0,16
5238,5238,Tata Nano Twist XT,Coimbatore,2015,25811,Second,25.4,624,37.5,4.0,2.13,0,1,1,9
5239,5239,Hyundai Elantra CRDi S,Ahmedabad,2015,65000,First,22.7,1582,126.2,5.0,7.75,0,0,1,9
5240,5240,Tata Indica V2 eLS,Chennai,2017,100400,First,25.0,1396,69.0,5.0,2.85,0,0,1,7
